PATH,ROW,geometry,STATE,STATE_GEOCODE,Avg_CC_Jan,Avg_CC_Feb,Avg_CC_Mar,Avg_CC_Apr,Avg_CC_May,Avg_CC_Jun,Avg_CC_Jul,Avg_CC_Aug,Avg_CC_Sep,Avg_CC_Oct,Avg_CC_Nov,Avg_CC_Dec,CC_Level_Jan,CC_Level_Feb,CC_Level_Mar,CC_Level_Apr,CC_Level_May,CC_Level_Jun,CC_Level_Jul,CC_Level_Aug,CC_Level_Sep,CC_Level_Oct,CC_Level_Nov,CC_Level_Dec,Avg_CC_Summer,CC_Level_Summer,Avg_CC_Autumn,CC_Level_Autumn,Avg_CC_Winter,CC_Level_Winter,Avg_CC_Spring,CC_Level_Spring,ProbCC_30_Jan,ProbCC_30_Feb,ProbCC_30_Mar,ProbCC_30_Apr,ProbCC_30_May,ProbCC_30_Jun,ProbCC_30_Jul,ProbCC_30_Aug,ProbCC_30_Sep,ProbCC_30_Oct,ProbCC_30_Nov,ProbCC_30_Dec
6,64,"POLYGON ((-72.87482878912046 -6.591365818168056, -72.88804155435393 -6.653614304975281, -72.8908 -6.66661, -72.89080601034024 -6.666609126950336, -74.5462 -6.42615, -74.53317601358182 -6.365621291718875, -74.23508556862973 -4.980252096407134, -74.2189 -4.90503, -72.56785153129117 -5.144872514214653, -72.56780000000001 -5.14488, -72.87482878912046 -6.591365818168056))",AM,13,78.62,56.02,51.74,91.18,77.56,61.54,52.18,43.94,48.91,49.08,66.37,73.28,7,5,5,9,7,6,5,4,4,4,6,7,69.58,6,73.97,7,52.77,5,54.62,5,16.67,18.18,25.0,0.0,0.0,7.69,28.57,50.0,27.27,33.33,9.09,9.09
6,65,"POLYGON ((-74.84735200181412 -7.817916508811382, -74.53317601358182 -6.365621291718875, -74.53 -6.35094, -72.87482878912046 -6.591365818168056, -72.87479999999999 -6.59137, -72.88804155435393 -6.653614304975281, -72.89080601034024 -6.666609126950336, -73.1985 -8.11298, -73.19855515546098 -8.112971987593919, -74.85899999999999 -7.87176, -74.84735200181412 -7.817916508811382))",AC,12,74.64,65.85,78.61,83.48,75.47,55.15,45.77,21.44,50.23,48.81,65.03,81.84,7,6,7,8,7,5,4,2,5,4,6,8,74.13,7,79.3,7,41.41,4,54.52,5,25.0,9.09,8.33,0.0,0.0,23.08,42.86,91.67,27.27,41.67,9.09,0.0
219,62,"POLYGON ((-41.37594548222307 -3.773563393184172, -43.0241 -3.53415, -43.02099373226808 -3.519584906840774, -42.69968923130212 -2.013008399938558, -42.69960027036141 -2.01258994252317, -41.05354772460063 -2.251703067306135, -41.0535 -2.25171, -41.3759 -3.77357, -41.37594548222307 -3.773563393184172))",MA,21,50.3,59.56,51.64,51.74,27.5,25.38,17.78,12.0,16.04,18.12,13.44,62.83,5,5,5,5,2,2,1,1,1,1,1,6,57.45,5,42.78,4,18.73,1,15.86,1,16.67,10.0,16.67,16.67,64.29,53.85,76.92,90.91,70.0,72.73,90.91,16.67
219,63,"POLYGON ((-41.37594548222307 -3.773563393184172, -41.66655153129118 -5.144872514214652, -41.6825 -5.22013, -43.33378556862973 -4.980252096407134, -43.3338 -4.98025, -43.02099373226808 -3.519584906840774, -43.008 -3.45891, -41.36 -3.69832, -41.37594548222307 -3.773563393184172))",MA,21,50.32,58.79,48.67,50.54,33.35,33.2,22.17,8.93,12.95,15.65,13.89,60.37,5,5,4,5,3,3,2,0,1,1,1,6,56.36,5,43.62,4,22.11,2,14.17,1,25.0,20.0,25.0,16.67,42.86,46.15,76.92,81.82,81.82,72.73,81.82,25.0
219,64,"POLYGON ((-41.97352878912046 -6.591365818168057, -41.98674155435122 -6.653614304962486, -41.9895 -6.66661, -41.98950601034025 -6.666609126950335, -43.6449 -6.42615, -43.6318760135818 -6.365621291718773, -43.33378556862973 -4.980252096407134, -43.3176 -4.90503, -41.66655153129118 -5.144872514214652, -41.6665 -5.14488, -41.97352878912046 -6.591365818168057))",MA,21,63.38,67.82,66.9,58.49,28.37,25.07,14.89,10.46,15.36,24.76,20.47,60.36,6,6,6,5,2,2,1,1,1,2,2,6,63.62,6,50.05,5,17.15,1,20.2,2,8.33,0.0,8.33,16.67,71.43,61.54,84.62,81.82,72.73,72.73,81.82,25.0
220,62,"POLYGON ((-42.614544287841 -2.32697356666783, -42.90505683711795 -3.698311743599048, -42.921 -3.77357, -44.5692 -3.53415, -44.56695047308897 -3.523605359929925, -44.26065683082641 -2.087856270832511, -44.2446 -2.01259, -42.5986 -2.25171, -42.614544287841 -2.32697356666783))",MA,21,64.59,62.11,73.77,60.07,52.64,30.46,28.63,20.74,27.58,28.65,39.72,53.96,6,6,7,6,5,3,2,2,2,2,3,5,60.3,6,62.16,6,26.81,2,31.98,3,0.0,10.0,0.0,0.0,23.08,53.85,64.29,83.33,81.82,63.64,54.55,27.27
220,63,"POLYGON ((-43.22757027884136 -5.220119790777893, -44.8788 -4.98025, -44.86269644280883 -4.905030516741748, -44.56695047308897 -3.523605359929925, -44.5531 -3.45891, -42.90505683711795 -3.698311743599048, -42.905 -3.69832, -43.2275 -5.22013, -43.22757027884136 -5.220119790777893))",MA,21,62.42,64.92,76.53,53.95,51.42,26.44,29.13,8.11,16.74,21.96,37.55,51.4,6,6,7,5,5,2,2,0,1,2,3,5,59.5,5,60.64,6,21.77,2,25.42,2,16.67,10.0,0.0,7.69,15.38,61.54,64.29,100.0,81.82,63.64,54.55,36.36
220,64,"POLYGON ((-43.51862878906844 -6.591365817922951, -43.53395386289885 -6.663565894083823, -43.5346 -6.66661, -43.53460121380707 -6.666609823674229, -45.1899 -6.42615, -45.17738186439938 -6.367954442466923, -44.8627 -4.90503, -44.86269644280883 -4.905030516741748, -43.2116 -5.14488, -43.22757027884136 -5.220119790777893, -43.51862878906844 -6.591365817922951))",MA,21,77.48,70.36,79.56,60.57,39.15,23.43,21.7,8.22,10.5,27.26,56.01,61.75,7,7,7,6,3,2,2,0,1,2,5,6,70.08,7,59.76,5,18.13,1,31.26,3,0.0,20.0,7.69,7.69,38.46,69.23,78.57,91.67,90.91,63.64,36.36,27.27
220,65,"POLYGON ((-45.49080955575572 -7.816350375522411, -45.17738186439938 -6.367954442466923, -45.1737 -6.35094, -43.51862878906844 -6.591365817922951, -43.5186 -6.59137, -43.53395386289885 -6.663565894083823, -43.53460121380707 -6.666609823674229, -43.8422 -8.11298, -43.84225995297074 -8.112971291186557, -45.5028 -7.87176, -45.49080955575572 -7.816350375522411))",MA,21,68.09,65.75,71.27,54.97,22.53,10.96,4.75,2.3,12.59,16.68,56.96,61.78,6,6,7,5,2,1,0,0,1,1,5,6,65.28,6,49.02,4,6.07,0,28.74,2,8.33,10.0,8.33,15.38,76.92,76.92,100.0,100.0,90.91,63.64,27.27,18.18
221,61,"POLYGON ((-43.85304517730107 -0.8803834375933572, -44.14364772460063 -2.251703067306135, -44.1596 -2.32698, -45.8057 -2.08785, -45.78970027036141 -2.012589942523173, -45.49819766364265 -0.64141033937678, -45.4822 -0.56616, -43.8371 -0.80514, -43.85304517730107 -0.8803834375933572))",MA,21,61.13,68.93,70.53,52.26,56.34,50.3,48.99,39.75,52.65,59.3,52.57,63.42,6,6,7,5,5,5,4,3,5,5,5,6,64.5,6,59.71,5,46.62,4,55.04,5,0.0,9.09,0.0,16.67,8.33,7.14,15.38,33.33,20.0,8.33,0.0,9.09
221,62,"POLYGON ((-44.46604548222307 -3.773563393184172, -46.1142 -3.53415, -46.09815512283022 -3.458916519048126, -45.78970027036141 -2.012589942523173, -44.14364772460063 -2.251703067306135, -44.1436 -2.25171, -44.466 -3.77357, -44.46604548222307 -3.773563393184172))",MA,21,58.45,66.36,66.63,67.22,64.0,43.3,39.72,37.28,42.84,55.31,56.66,64.51,5,6,6,6,6,4,3,3,4,5,5,6,63.15,6,65.95,6,40.25,4,51.71,5,9.09,0.0,0.0,0.0,16.67,14.29,30.77,33.33,27.27,8.33,9.09,0.0
221,63,"POLYGON ((-44.77266548233338 -5.220120487553968, -46.4239 -4.98025, -46.40779644280884 -4.905030516741749, -46.0982 -3.45891, -46.09815512283022 -3.458916519048126, -44.4501 -3.69832, -44.46604548222307 -3.773563393184172, -44.7726 -5.22013, -44.77266548233338 -5.220120487553968))",MA,21,65.52,67.97,70.44,65.8,66.36,37.13,31.15,32.86,42.27,61.43,63.94,73.61,6,6,7,6,6,3,3,3,4,6,6,7,69.03,6,67.53,6,33.82,3,56.04,5,9.09,0.0,0.0,8.33,0.0,42.86,69.23,33.33,36.36,16.67,9.09,0.0
221,64,"POLYGON ((-45.06363358591823 -6.591365121397825, -45.07717644801522 -6.655188532790954, -45.0796 -6.66661, -45.07960601034025 -6.666609126950335, -46.735 -6.42615, -46.72248186439825 -6.367954442461697, -46.4078 -4.90503, -46.40779644280884 -4.905030516741749, -44.7567 -5.14488, -44.77266548233338 -5.220120487553968, -45.06363358591823 -6.591365121397825))",MA,21,74.17,79.63,69.77,75.84,48.84,22.48,15.14,17.37,40.29,55.01,52.87,79.23,7,7,6,7,4,2,1,1,4,5,5,7,77.68,7,64.82,6,18.46,1,49.56,4,0.0,0.0,8.33,0.0,33.33,64.29,84.62,91.67,45.45,0.0,27.27,9.09
221,65,"POLYGON ((-47.04788110915332 -7.87176274409854, -47.0479 -7.87176, -46.72248186439825 -6.367954442461697, -46.7188 -6.35094, -45.06363358591823 -6.591365121397825, -45.0636 -6.59137, -45.07717644801522 -6.655188532790954, -45.07960601034025 -6.666609126950335, -45.3873 -8.11298, -45.38735515556082 -8.112971988061918, -47.04788110915332 -7.87176274409854))",MA,21,68.6,69.94,59.91,62.78,22.81,9.32,4.09,3.57,21.91,55.59,48.19,66.87,6,6,5,6,2,0,0,0,2,5,4,6,68.47,6,48.5,4,5.81,0,42.3,4,9.09,0.0,16.67,25.0,66.67,85.71,92.31,91.67,72.73,16.67,27.27,0.0
221,66,"POLYGON ((-45.69601385075224 -9.559133462679611, -47.3627 -9.31704, -47.34995232226485 -9.258517690088365, -47.04788110915332 -7.87176274409854, -47.0315 -7.79656, -45.3713 -8.03772, -45.38735515556082 -8.112971988061918, -45.6959 -9.559150000000001, -45.69601385075224 -9.559133462679611))",MA,21,50.4,57.4,51.75,54.96,12.76,4.0,0.16,2.36,22.74,43.94,59.26,50.1,5,5,5,5,1,0,0,0,2,4,5,5,52.63,5,39.48,3,2.22,0,42.04,4,18.18,9.09,18.18,33.33,83.33,92.86,100.0,100.0,63.64,33.33,18.18,36.36
221,67,"POLYGON ((-45.69601385075224 -9.559133462679611, -45.98968634658404 -10.92988745841275, -46.0058 -11.0051, -47.6798 -10.762, -47.66352510352255 -10.68781721624507, -47.34995232226485 -9.258517690088365, -47.3463 -9.24187, -45.6799 -9.483919999999999, -45.69601385075224 -9.559133462679611))",TO,17,45.68,44.99,43.25,46.43,17.45,1.35,0.05,2.69,26.38,37.37,57.31,55.45,4,4,4,4,1,0,0,0,2,3,5,5,48.71,4,35.5,3,1.33,0,40.27,4,27.27,36.36,45.45,50.0,83.33,100.0,100.0,100.0,72.73,50.0,18.18,27.27
221,68,"POLYGON ((-46.30090674543855 -12.37559902026716, -46.30207929081222 -12.38104428517955, -46.3171 -12.4508, -46.31718641216926 -12.45078745290166, -47.9996 -12.2065, -47.98910686544163 -12.15908276363854, -47.66352510352255 -10.68781721624507, -47.6633 -10.6868, -45.98968634658404 -10.92988745841275, -45.9896 -10.9299, -46.30090674543855 -12.37559902026716))",TO,17,44.43,48.63,44.18,47.25,17.7,1.33,0.17,5.32,23.72,36.85,54.72,61.15,4,4,4,4,1,0,0,0,2,3,5,6,51.69,5,36.15,3,2.17,0,38.38,3,36.36,45.45,45.45,50.0,66.67,100.0,100.0,91.67,72.73,58.33,36.36,33.33
221,69,"POLYGON ((-46.61401053839497 -13.82109846914766, -46.61563175032813 -13.82858291658775, -46.6303 -13.8963, -46.63039534815127 -13.89628614859599, -48.3223 -13.6505, -48.31724653747865 -13.62788002279779, -47.98910686544163 -12.15908276363854, -47.9829 -12.1313, -46.30090674543855 -12.37559902026716, -46.3009 -12.3756, -46.30207929081222 -12.38104428517955, -46.31718641216926 -12.45078745290166, -46.61401053839497 -13.82109846914766))",TO,17,37.94,44.79,44.68,45.99,15.42,3.34,0.43,4.7,17.32,38.88,52.03,60.59,3,4,4,4,1,0,0,0,1,3,5,6,47.77,4,35.36,3,2.79,0,36.16,3,54.55,36.36,33.33,50.0,91.67,100.0,100.0,100.0,81.82,41.67,18.18,27.27
222,61,"POLYGON ((-45.39814517721906 -0.8803834372063642, -45.68874772460074 -2.251703067306646, -45.7047 -2.32698, -47.3508 -2.08785, -47.33479547650233 -2.01259065710392, -47.04206771640732 -0.6360736445607665, -47.0272 -0.56616, -45.3822 -0.80514, -45.39814517721906 -0.8803834372063642))",PA,15,59.42,57.82,72.44,49.77,51.41,39.09,40.57,51.45,48.46,52.81,46.0,63.8,5,5,7,4,5,3,4,5,4,5,4,6,60.4,6,57.53,5,43.21,4,49.07,4,8.33,10.0,8.33,16.67,7.14,23.08,21.43,0.0,8.33,9.09,36.36,18.18
222,62,"POLYGON ((-46.01114548222307 -3.773563393184172, -47.6593 -3.53415, -47.65619373226973 -3.519584906848503, -47.3348 -2.01259, -47.33479547650233 -2.01259065710392, -45.68874772460074 -2.251703067306646, -45.6887 -2.25171, -46.0111 -3.77357, -46.01114548222307 -3.773563393184172))",PA,15,64.23,74.2,81.15,55.01,51.39,50.5,40.19,51.67,54.24,59.33,47.99,65.72,6,7,8,5,5,5,4,5,5,5,4,6,67.75,6,61.75,6,47.04,4,53.86,5,8.33,0.0,8.33,15.38,14.29,7.69,35.71,9.09,16.67,18.18,36.36,9.09
222,63,"POLYGON ((-46.01114548222307 -3.773563393184172, -46.30175153129118 -5.144872514214651, -46.3177 -5.22013, -47.96898556862973 -4.980252096407134, -47.969 -4.98025, -47.65619373226973 -3.519584906848503, -47.6432 -3.45891, -45.9952 -3.69832, -46.01114548222307 -3.773563393184172))",MA,21,67.89,77.73,80.34,62.49,61.36,50.21,35.84,47.58,52.31,44.7,54.16,62.32,6,7,8,6,6,5,3,4,5,4,5,6,69.01,6,67.57,6,44.15,4,50.45,5,0.0,0.0,8.33,7.69,14.29,15.38,50.0,18.18,33.33,9.09,36.36,18.18
222,64,"POLYGON ((-46.60872878912046 -6.591365818168057, -46.62194155435122 -6.653614304962486, -46.6247 -6.66661, -46.62470601034025 -6.666609126950335, -48.2801 -6.42615, -48.26707601358186 -6.36562129171906, -47.96898556862973 -4.980252096407134, -47.9528 -4.90503, -46.30175153129118 -5.144872514214651, -46.3017 -5.14488, -46.60872878912046 -6.591365818168057))",MA,21,75.0,70.28,78.97,53.27,50.24,28.61,21.42,25.86,41.73,37.93,60.74,69.38,7,7,7,5,5,2,2,2,4,3,6,6,71.7,7,60.09,6,25.16,2,46.65,4,8.33,0.0,8.33,30.77,21.43,61.54,71.43,54.55,50.0,45.45,9.09,9.09
222,65,"POLYGON ((-48.58125200181411 -7.817916508811322, -48.26707601358186 -6.36562129171906, -48.2639 -6.35094, -46.60872878912046 -6.591365818168057, -46.6087 -6.59137, -46.62194155435122 -6.653614304962486, -46.62470601034025 -6.666609126950335, -46.9324 -8.11298, -46.93245515546097 -8.112971987593919, -48.5929 -7.87176, -48.58125200181411 -7.817916508811322))",TO,17,75.27,60.85,78.88,50.08,32.49,17.77,5.58,7.85,37.67,44.23,53.63,62.17,7,6,7,5,3,1,0,0,3,4,5,6,66.53,6,52.63,5,10.41,1,44.96,4,0.0,0.0,0.0,30.77,42.86,76.92,100.0,100.0,50.0,36.36,27.27,9.09
222,66,"POLYGON ((-47.22494804666536 -9.48391302106616, -47.23601139804077 -9.535767964637023, -47.241 -9.559150000000001, -47.24102166483049 -9.559146853088487, -48.90779653637288 -9.317040503107011, -48.9078 -9.31704, -48.58125200181411 -7.817916508811322, -48.5766 -7.79656, -46.9164 -8.03772, -46.93245515546097 -8.112971987593919, -47.22494804666536 -9.48391302106616))",TO,17,68.86,41.32,67.49,45.78,22.04,13.62,0.49,4.62,30.17,44.29,56.63,44.98,6,4,6,4,2,1,0,0,3,4,5,4,52.56,5,43.94,4,6.18,0,43.3,4,0.0,50.0,8.33,38.46,64.29,76.92,100.0,100.0,58.33,36.36,18.18,27.27
222,67,"POLYGON ((-49.20839708335748 -10.68680042363374, -48.90779653637288 -9.317040503107011, -48.8913 -9.24187, -47.22494804666536 -9.48391302106616, -47.2249 -9.483919999999999, -47.23601139804077 -9.535767964637023, -47.24102166483049 -9.559146853088487, -47.53478155148827 -10.9298881548863, -47.5509 -11.0051, -49.2249 -10.762, -49.20839708335748 -10.68680042363374))",TO,17,56.29,37.92,52.47,40.76,29.16,6.37,1.26,6.07,21.23,37.06,56.8,42.56,5,3,5,4,2,0,0,0,2,3,5,4,46.15,4,40.2,4,4.4,0,37.86,3,16.67,50.0,33.33,38.46,57.14,92.31,100.0,90.91,83.33,54.55,9.09,36.36
222,68,"POLYGON ((-47.84600674543855 -12.37559902026716, -47.84717929081221 -12.38104428517953, -47.8622 -12.4508, -47.86228641216927 -12.45078745290166, -49.5447 -12.2065, -49.53440451404094 -12.15997591432652, -49.2084 -10.6868, -49.20839708335748 -10.68680042363374, -47.53478155148827 -10.9298881548863, -47.5347 -10.9299, -47.84600674543855 -12.37559902026716))",TO,17,51.49,47.32,58.84,37.81,24.14,4.23,2.4,6.54,13.14,38.79,58.32,41.68,5,4,5,3,2,0,0,0,1,3,5,4,46.96,4,38.86,3,4.22,0,36.06,3,16.67,30.0,36.36,53.85,64.29,100.0,100.0,90.91,75.0,45.45,27.27,45.45
222,69,"POLYGON ((-48.15910748799742 -13.82108438675674, -48.17492704772373 -13.89411658006516, -48.1754 -13.8963, -48.17540321351718 -13.89629953313877, -49.8673 -13.6505, -49.85305387173587 -13.58671362198976, -49.53440451404094 -12.15997591432652, -49.528 -12.1313, -47.84600674543855 -12.37559902026716, -47.846 -12.3756, -47.84717929081221 -12.38104428517953, -47.86228641216927 -12.45078745290166, -48.15910748799742 -13.82108438675674))",TO,17,53.25,50.1,52.84,32.82,14.5,4.49,5.44,3.64,22.47,38.3,55.3,39.39,5,5,5,3,1,0,0,0,2,3,5,3,47.43,4,31.87,3,4.6,0,38.21,3,25.0,20.0,27.27,46.15,85.71,92.31,100.0,100.0,66.67,40.0,36.36,33.33
223,61,"POLYGON ((-47.249744287841 -2.326973566667829, -48.89585683082641 -2.087856270832511, -48.8959 -2.08785, -48.58716771640732 -0.6360736445607404, -48.5723 -0.56616, -46.92723223992833 -0.8051353165776722, -46.9272 -0.80514, -47.2497 -2.32698, -47.249744287841 -2.326973566667829))",PA,15,56.24,73.57,71.09,76.52,48.69,28.34,31.5,30.53,39.98,45.56,59.41,51.11,5,7,7,7,4,2,3,3,3,4,5,5,60.19,6,65.88,6,30.15,3,48.24,4,8.33,0.0,9.09,0.0,16.67,38.46,50.0,33.33,36.36,25.0,9.09,27.27
223,62,"POLYGON ((-47.249744287841 -2.326973566667829, -47.54025683711795 -3.698311743599048, -47.5562 -3.77357, -49.2044 -3.53415, -49.2021504730889 -3.523605359929577, -48.89585683082641 -2.087856270832511, -48.8798 -2.01259, -47.2338 -2.25171, -47.249744287841 -2.326973566667829))",PA,15,68.34,82.33,74.27,75.26,62.91,34.58,31.62,46.77,53.44,48.32,68.66,62.72,6,8,7,7,6,3,3,4,5,4,6,6,71.05,7,70.96,7,37.27,3,56.56,5,8.33,0.0,9.09,0.0,0.0,53.85,50.0,41.67,27.27,33.33,18.18,18.18
223,63,"POLYGON ((-47.86276548233338 -5.220120487553968, -49.514 -4.98025, -49.49789644280884 -4.905030516741749, -49.2021504730889 -3.523605359929577, -49.1883 -3.45891, -47.54025683711795 -3.698311743599048, -47.5402 -3.69832, -47.8627 -5.22013, -47.86276548233338 -5.220120487553968))",PA,15,74.44,79.46,83.77,76.34,63.76,29.37,17.01,46.86,53.02,45.2,71.26,60.4,7,7,8,7,6,2,1,4,5,4,7,6,71.52,7,74.47,7,30.31,3,56.16,5,0.0,9.09,0.0,0.0,0.0,53.85,71.43,33.33,9.09,33.33,9.09,9.09
223,64,"POLYGON ((-48.16979821718763 -6.666595733173289, -49.8251 -6.42615, -49.81258186439825 -6.367954442461697, -49.4979 -4.90503, -49.49789644280884 -4.905030516741749, -47.8468 -5.14488, -47.86276548233338 -5.220120487553968, -48.1697 -6.66661, -48.16979821718763 -6.666595733173289))",PA,15,74.58,72.47,76.6,65.12,40.85,22.98,12.62,27.07,39.34,52.37,68.32,62.85,7,7,7,6,4,2,1,2,3,5,6,6,70.1,7,60.77,6,20.52,2,53.31,5,0.0,18.18,0.0,7.14,27.27,69.23,85.71,66.67,45.45,33.33,9.09,9.09
223,65,"POLYGON ((-48.47745995297074 -8.112971291186559, -50.138 -7.87176, -50.12600955575571 -7.816350375522337, -49.81258186439825 -6.367954442461697, -49.8089 -6.35094, -48.1538 -6.59137, -48.16979821718763 -6.666595733173289, -48.4774 -8.11298, -48.47745995297074 -8.112971291186559))",PA,15,59.12,72.12,68.88,57.1,23.91,16.61,14.26,11.47,24.22,49.1,64.22,65.41,5,7,6,5,2,1,1,1,2,4,6,6,65.36,6,50.03,5,14.19,1,45.94,4,16.67,9.09,20.0,21.43,54.55,84.62,78.57,91.67,72.73,33.33,9.09,9.09
223,66,"POLYGON ((-48.77004325020483 -9.483913717767596, -48.78159463639807 -9.538039450739506, -48.7861 -9.559150000000001, -48.78611686875465 -9.559147549592495, -50.4528 -9.31704, -50.44041001152696 -9.260142598388713, -50.12600955575571 -7.816350375522337, -50.1217 -7.79656, -48.4614 -8.03772, -48.47745995297074 -8.112971291186559, -48.77004325020483 -9.483913717767596))",TO,17,46.69,65.99,60.76,53.08,15.2,9.86,6.25,10.3,15.58,33.62,59.59,57.7,4,6,6,5,1,0,0,1,1,3,5,5,56.16,5,43.85,4,8.7,0,36.19,3,41.67,20.0,18.18,28.57,81.82,84.62,85.71,91.67,81.82,58.33,27.27,20.0
223,67,"POLYGON ((-50.7650727273117 -10.73954767676357, -50.44041001152696 -9.260142598388713, -50.4364 -9.24187, -48.77004325020483 -9.483913717767596, -48.77 -9.483919999999999, -48.78159463639807 -9.538039450739506, -48.78611686875465 -9.559147549592495, -49.0959 -11.0051, -49.09599022242617 -11.00508689858921, -50.77 -10.762, -50.7650727273117 -10.73954767676357))",TO,17,51.84,60.44,65.62,42.37,11.78,7.75,1.92,12.34,12.99,25.13,62.94,48.23,5,6,6,4,1,0,0,1,1,2,6,4,53.4,5,40.13,4,7.07,0,33.43,3,25.0,30.0,18.18,50.0,81.82,92.31,100.0,83.33,81.82,66.67,9.09,30.0
223,68,"POLYGON ((-49.09599022242617 -11.00508689858921, -49.39110371271166 -12.37558493637606, -49.4073 -12.4508, -51.0897 -12.2065, -51.07920686544161 -12.15908276363847, -50.7650727273117 -10.73954767676357, -50.7534 -10.6868, -49.0798 -10.9299, -49.09599022242617 -11.00508689858921))",TO,17,61.59,75.39,53.21,46.12,13.23,4.87,1.59,9.86,13.07,28.25,59.24,52.39,6,7,5,4,1,0,0,0,1,2,5,5,63.4,6,37.56,3,5.23,0,33.37,3,25.0,9.09,27.27,42.86,83.33,92.31,100.0,83.33,81.82,66.67,9.09,40.0
223,69,"POLYGON ((-49.70411053839497 -13.82109846914766, -49.70566153083533 -13.82825874299117, -49.7204 -13.8963, -49.72050014204847 -13.89628545217759, -51.4124 -13.6505, -51.40734653747865 -13.62788002279779, -51.07920686544161 -12.15908276363847, -51.073 -12.1313, -49.39110371271166 -12.37558493637606, -49.391 -12.3756, -49.70411053839497 -13.82109846914766))",MT,51,60.94,70.56,61.11,34.88,13.15,5.3,0.24,12.05,8.64,30.91,55.94,59.89,6,7,6,3,1,0,0,1,0,3,5,5,63.72,6,35.63,3,5.56,0,31.8,3,16.67,18.18,18.18,35.71,75.0,92.31,100.0,83.33,90.91,58.33,27.27,27.27
223,70,"POLYGON ((-50.01931485747622 -15.26618331222967, -50.03450196585904 -15.33580768546115, -50.0357 -15.3413, -50.03570906060753 -15.34129868396086, -51.7383 -15.094, -51.72549507512548 -15.03727433222155, -51.40734653747865 -13.62788002279779, -51.3955 -13.5754, -49.70411053839497 -13.82109846914766, -49.7041 -13.8211, -49.70566153083533 -13.82825874299117, -49.72050014204847 -13.89628545217759, -50.01931485747622 -15.26618331222967))",MT,51,47.52,64.42,65.34,27.01,6.59,6.13,0.03,9.59,5.71,28.99,57.0,57.4,4,6,6,2,0,0,0,0,0,2,5,5,56.18,5,31.79,3,5.0,0,30.52,3,33.33,36.36,9.09,57.14,91.67,92.31,100.0,91.67,90.91,66.67,36.36,36.36
224,60,"POLYGON ((-48.48824517721906 -0.8803834372063642, -50.1333 -0.64141, -50.11733523009554 -0.5661694089792518, -49.82636776007168 0.8051353165776721, -49.8104 0.88039, -48.1653 0.64141, -48.16643228359268 0.6360736445607234, -48.4882 -0.88039, -48.48824517721906 -0.8803834372063642))",PA,15,49.43,71.15,80.55,53.14,50.8,48.12,43.22,26.02,35.63,39.1,41.99,52.45,4,7,8,5,5,4,4,2,3,3,4,5,57.52,5,60.99,6,39.46,3,39.01,3,18.18,0.0,0.0,15.38,15.38,30.77,30.77,75.0,50.0,33.33,27.27,33.33
224,61,"POLYGON ((-48.48824517721906 -0.8803834372063642, -48.77884772460074 -2.251703067306646, -48.7948 -2.32698, -50.4409 -2.08785, -50.42490027036141 -2.012589942523172, -50.1174 -0.56616, -50.11733523009554 -0.5661694089792518, -48.4723 -0.80514, -48.48824517721906 -0.8803834372063642))",PA,15,65.19,78.19,81.04,69.46,55.13,46.86,37.24,27.49,36.9,46.47,43.92,58.4,6,7,8,6,5,4,3,2,3,4,4,5,67.0,6,68.21,6,37.45,3,42.72,4,9.09,0.0,0.0,0.0,23.08,23.08,38.46,58.33,30.0,16.67,9.09,8.33
224,62,"POLYGON ((-49.10124548222307 -3.773563393184172, -50.7494 -3.53415, -50.73335512283023 -3.458916519048126, -50.42490027036141 -2.012589942523172, -48.77884772460074 -2.251703067306646, -48.7788 -2.25171, -49.1012 -3.77357, -49.10124548222307 -3.773563393184172))",PA,15,81.76,86.34,83.35,73.24,58.2,38.21,32.51,39.86,46.36,60.58,52.65,74.63,8,8,8,7,5,3,3,3,4,6,5,7,80.69,8,71.29,7,36.78,3,53.63,5,0.0,0.0,0.0,0.0,15.38,46.15,61.54,58.33,30.0,16.67,18.18,8.33
224,63,"POLYGON ((-49.40786548233338 -5.220120487553969, -51.0591 -4.98025, -51.04299644280884 -4.905030516741749, -50.7334 -3.45891, -50.73335512283023 -3.458916519048126, -49.0853 -3.69832, -49.10124548222307 -3.773563393184172, -49.4078 -5.22013, -49.40786548233338 -5.220120487553969))",PA,15,79.33,85.88,86.36,70.36,55.83,30.99,34.78,55.73,53.79,72.33,58.39,70.45,7,8,8,7,5,3,3,5,5,7,5,7,78.28,7,70.44,7,40.1,4,62.07,6,0.0,0.0,0.0,0.0,15.38,46.15,53.85,16.67,30.0,0.0,27.27,16.67
224,64,"POLYGON ((-49.69883358591823 -6.591365121397825, -49.71237644801521 -6.655188532790954, -49.7148 -6.66661, -49.71480601034025 -6.666609126950335, -51.3702 -6.42615, -51.35768186439823 -6.367954442461623, -51.043 -4.90503, -51.04299644280884 -4.905030516741749, -49.3919 -5.14488, -49.40786548233338 -5.220120487553969, -49.69883358591823 -6.591365121397825))",PA,15,78.01,84.5,85.7,61.23,51.15,20.6,25.43,42.23,41.13,66.71,74.92,69.54,7,8,8,6,5,2,2,4,4,6,7,6,77.09,7,65.62,6,29.09,2,61.7,6,0.0,0.0,0.0,8.33,46.15,69.23,61.54,25.0,30.0,0.0,0.0,0.0
